YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2011,2011,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.9,31.9,,,28.1,36.1,"1,326",,,Less than high school,,,,"(35.466220975, -79.159250463)",OWS,OWS1,Q036,VALUE,37,Education,Less than high school,EDU,EDUHS
2020,2020,KY,Kentucky,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.9,30.9,,,25.1,37.4,332,,,Less than high school,,,,"(37.645970271000465, -84.77497104799966)",OWS,OWS1,Q036,VALUE,21,Education,Less than high school,EDU,EDUHS
2012,2012,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.2,30.2,,,27.2,33.3,"1,468",,,Some college or technical school,,,,"(47.475319779, -100.118421049)",OWS,OWS1,Q036,VALUE,38,Education,Some college or technical school,EDU,EDUCOTEC
2016,2016,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.6,32.6,,,30.8,34.5,"3,803",,,Some college or technical school,,,,"(47.522278629, -120.47001079)",OWS,OWS1,Q036,VALUE,53,Education,Some college or technical school,EDU,EDUCOTEC
2014,2014,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.5,31.5,,,28.4,34.8,"1,271",,,Some college or technical school,,,,"(40.485010283, -88.997710178)",OWS,OWS1,Q036,VALUE,17,Education,Some college or technical school,EDU,EDUCOTEC
2020,2020,MN,Minnesota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.5,31.5,,,29.7,33.3,"3,400",,,High school graduate,,,,"(46.35564873600049, -94.79420050299967)",OWS,OWS1,Q036,VALUE,27,Education,High school graduate,EDU,EDUHSGRAD
2016,2016,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.2,26.2,,,23.9,28.6,"1,857",,,College graduate,,,,"(40.485010283, -88.997710178)",OWS,OWS1,Q036,VALUE,17,Education,College graduate,EDU,EDUCOGRAD
2013,2013,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.6,27.6,,,24.8,30.5,"1,658",,,College graduate,,,,"(32.840571122, -86.631860762)",OWS,OWS1,Q036,VALUE,1,Education,College graduate,EDU,EDUCOGRAD
2015,2015,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,21.3,21.3,,,19.5,23.2,"3,460",,,College graduate,,,,"(28.932040377, -81.928960539)",OWS,OWS1,Q036,VALUE,12,Education,College graduate,EDU,EDUCOGRAD
2017,2017,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.8,35.8,,,32.7,39.1,"1,552",,,Some college or technical school,,,,"(44.393191174, -89.816370742)",OWS,OWS1,Q036,VALUE,55,Education,Some college or technical school,EDU,EDUCOTEC
2014,2014,MO,Missouri,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.7,33.7,,,28.4,39.4,671,,,Less than high school,,,,"(38.635790776, -92.566300053)",OWS,OWS1,Q036,VALUE,29,Education,Less than high school,EDU,EDUHS
2017,2017,KY,Kentucky,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.2,35.2,,,32.2,38.3,"2,270",,,Some college or technical school,,,,"(37.645970271, -84.774971048)",OWS,OWS1,Q036,VALUE,21,Education,Some college or technical school,EDU,EDUCOTEC
2019,2019,KS,Kansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.2,31.2,,,29.5,32.9,"3,959",,,College graduate,,,,"(38.34774030000045, -98.20078122699965)",OWS,OWS1,Q036,VALUE,20,Education,College graduate,EDU,EDUCOGRAD
2020,2020,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,40.3,40.3,,,36.6,44.1,"1,268",,,Some college or technical school,,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,5,Education,Some college or technical school,EDU,EDUCOTEC
2019,2019,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.9,28.9,,,27.2,30.7,"4,594",,,College graduate,,,,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,VALUE,31,Education,College graduate,EDU,EDUCOGRAD
2019,2019,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,40.4,40.4,,,37.4,43.5,"1,762",,,High school graduate,,,,"(33.998821303000454, -81.04537120699968)",OWS,OWS1,Q036,VALUE,45,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,19.6,19.6,,,17.1,22.3,"1,399",,,College graduate,,,,"(44.393191174, -89.816370742)",OWS,OWS1,Q036,VALUE,55,Education,College graduate,EDU,EDUCOGRAD
2012,2012,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.3,34.3,,,30.6,38.2,"1,161",,,Less than high school,,,,"(31.827240407, -99.426770206)",OWS,OWS1,Q036,VALUE,48,Education,Less than high school,EDU,EDUHS
2018,2018,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.3,33.3,,,29.7,37.2,"1,037",,,Some college or technical school,,,,"(43.682630005000476, -114.3637300419997)",OWS,OWS1,Q036,VALUE,16,Education,Some college or technical school,EDU,EDUCOTEC
2012,2012,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.6,32.6,,,29.5,35.9,"1,670",,,High school graduate,,,,"(32.839681093, -83.627580346)",OWS,OWS1,Q036,VALUE,13,Education,High school graduate,EDU,EDUHSGRAD
2019,2019,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.1,37.1,,,33.9,40.3,"1,671",,,Some college or technical school,,,,"(47.47531977900047, -100.11842104899966)",OWS,OWS1,Q036,VALUE,38,Education,Some college or technical school,EDU,EDUCOTEC
2016,2016,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.7,26.7,,,23.9,29.8,"1,533",,,Some college or technical school,,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q036,VALUE,33,Education,Some college or technical school,EDU,EDUCOTEC
2019,2019,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.9,25.9,,,23.4,28.5,"1,726",,,College graduate,,,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q036,VALUE,55,Education,College graduate,EDU,EDUCOGRAD
2011,2011,ME,Maine,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.2,32.2,,,28,36.8,755,,,Less than high school,,,,"(45.254228894001, -68.985031336)",OWS,OWS1,Q036,VALUE,23,Education,Less than high school,EDU,EDUHS
2014,2014,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37,37,,,30.7,43.8,551,,,Less than high school,,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Education,Less than high school,EDU,EDUHS
2015,2015,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.5,26.5,,,24,29.2,"1,924",,,Some college or technical school,,,,"(42.27687047, -72.082690675)",OWS,OWS1,Q036,VALUE,25,Education,Some college or technical school,EDU,EDUCOTEC
2017,2017,MI,Michigan,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.7,33.7,,,31.7,35.7,"3,052",,,Some college or technical school,,,,"(44.661319543001, -84.71439027)",OWS,OWS1,Q036,VALUE,26,Education,Some college or technical school,EDU,EDUCOTEC
2017,2017,WV,West Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,42.5,42.5,,,39.3,45.7,"1,316",,,Some college or technical school,,,,"(38.665510202, -80.712640135)",OWS,OWS1,Q036,VALUE,54,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,21.2,21.2,,,19.9,22.7,"4,974",,,College graduate,,,,"(47.52227862900048, -120.47001078999972)",OWS,OWS1,Q036,VALUE,53,Education,College graduate,EDU,EDUCOGRAD
2016,2016,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,18,18,,,16.5,19.6,"3,629",,,College graduate,,,,"(42.27687047, -72.082690675)",OWS,OWS1,Q036,VALUE,25,Education,College graduate,EDU,EDUCOGRAD
2020,2020,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,40,40,,,33.5,46.9,448,,,Less than high school,,,,"(41.56266102000046, -72.64984095199964)",OWS,OWS1,Q036,VALUE,9,Education,Less than high school,EDU,EDUHS
2011,2011,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,11.9,11.9,,,10.4,13.6,"2,665",,,College graduate,,,,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Education,College graduate,EDU,EDUCOGRAD
2014,2014,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.4,31.4,,,28.1,34.9,"1,159",,,Less than high school,,,,"(18.220833, -66.590149)",OWS,OWS1,Q036,VALUE,72,Education,Less than high school,EDU,EDUHS
2017,2017,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30,30,,,23.5,37.3,269,,,Less than high school,,,,"(21.304850435, -157.857749403)",OWS,OWS1,Q036,VALUE,15,Education,Less than high school,EDU,EDUHS
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.1,28.1,,,25.2,31.1,"2,108",,,High school graduate,,,,"(28.932040377, -81.928960539)",OWS,OWS1,Q036,VALUE,12,Education,High school graduate,EDU,EDUHSGRAD
2018,2018,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.6,28.6,,,26.2,31.1,"2,327",,,Some college or technical school,,,,"(41.56266102000046, -72.64984095199964)",OWS,OWS1,Q036,VALUE,9,Education,Some college or technical school,EDU,EDUCOTEC
2013,2013,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.3,27.3,,,22.9,32.2,"1,067",,,High school graduate,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Education,High school graduate,EDU,EDUHSGRAD
2019,2019,WV,West Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,41.4,41.4,,,37.9,45,"1,256",,,Some college or technical school,,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q036,VALUE,54,Education,Some college or technical school,EDU,EDUCOTEC
2012,2012,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.5,37.5,,,29.6,46,331,,,Less than high school,,,,"(44.393191174, -89.816370742)",OWS,OWS1,Q036,VALUE,55,Education,Less than high school,EDU,EDUHS
2019,2019,WV,West Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.7,36.7,,,33.5,39.9,"1,415",,,College graduate,,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q036,VALUE,54,Education,College graduate,EDU,EDUCOGRAD
2013,2013,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.6,24.6,,,22.6,26.8,"2,662",,,College graduate,,,,"(32.839681093, -83.627580346)",OWS,OWS1,Q036,VALUE,13,Education,College graduate,EDU,EDUCOGRAD
2018,2018,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.6,27.6,,,25.3,30.1,"2,096",,,High school graduate,,,,"(37.63864012300047, -120.99999953799971)",OWS,OWS1,Q036,VALUE,6,Education,High school graduate,EDU,EDUHSGRAD
2016,2016,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.6,34.6,,,30,39.6,831,,,Less than high school,,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q036,VALUE,31,Education,Less than high school,EDU,EDUHS
2020,2020,OH,Ohio,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.5,37.5,,,32.8,42.5,816,,,Less than high school,,,,"(40.06021014100048, -82.40426005599966)",OWS,OWS1,Q036,VALUE,39,Education,Less than high school,EDU,EDUHS
2013,2013,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.8,33.8,,,31.3,36.4,"3,185",,,High school graduate,,,,"(39.290580964, -76.609260111)",OWS,OWS1,Q036,VALUE,24,Education,High school graduate,EDU,EDUHSGRAD
2018,2018,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.3,29.3,,,27.2,31.4,"3,327",,,College graduate,,,,"(33.998821303000454, -81.04537120699968)",OWS,OWS1,Q036,VALUE,45,Education,College graduate,EDU,EDUCOGRAD
2011,2011,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.4,26.4,,,24.4,28.6,"3,146",,,High school graduate,,,,"(37.638640123, -120.999999538)",OWS,OWS1,Q036,VALUE,6,Education,High school graduate,EDU,EDUHSGRAD
2013,2013,NM,New Mexico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.5,27.5,,,25.1,30.1,"2,453",,,Some college or technical school,,,,"(34.520880952, -106.240580985)",OWS,OWS1,Q036,VALUE,35,Education,Some college or technical school,EDU,EDUCOTEC
2016,2016,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.1,34.1,,,30.8,37.5,"1,264",,,Some college or technical school,,,,"(32.839681093, -83.627580346)",OWS,OWS1,Q036,VALUE,13,Education,Some college or technical school,EDU,EDUCOTEC
2017,2017,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,40.5,40.5,,,35.2,46,"1,296",,,Less than high school,,,,"(31.827240407, -99.426770206)",OWS,OWS1,Q036,VALUE,48,Education,Less than high school,EDU,EDUHS
2019,2019,NY,New York,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.6,31.6,,,27.7,35.7,913,,,Less than high school,,,,"(42.82700103200045, -75.54397042699964)",OWS,OWS1,Q036,VALUE,36,Education,Less than high school,EDU,EDUHS
2014,2014,IA,Iowa,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.4,37.4,,,31.6,43.6,447,,,Less than high school,,,,"(42.469400913, -93.816490556)",OWS,OWS1,Q036,VALUE,19,Education,Less than high school,EDU,EDUHS
2013,2013,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.2,30.2,,,25.9,34.8,"1,181",,,Less than high school,,,,"(42.27687047, -72.082690675)",OWS,OWS1,Q036,VALUE,25,Education,Less than high school,EDU,EDUHS
2020,2020,MT,Montana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.7,27.7,,,21.7,34.6,260,,,Less than high school,,,,"(47.06652897200047, -109.42442064499971)",OWS,OWS1,Q036,VALUE,30,Education,Less than high school,EDU,EDUHS
2015,2015,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,22.5,22.5,,,20.3,24.8,"2,839",,,High school graduate,,,,"(38.843840757, -106.133610921)",OWS,OWS1,Q036,VALUE,8,Education,High school graduate,EDU,EDUHSGRAD
2014,2014,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.3,34.3,,,32,36.7,"2,562",,,High school graduate,,,,"(35.472031356, -97.521070214)",OWS,OWS1,Q036,VALUE,40,Education,High school graduate,EDU,EDUHSGRAD
2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,22.5,22.5,,,20.3,24.9,"2,498",,,College graduate,,,,"(28.932040377, -81.928960539)",OWS,OWS1,Q036,VALUE,12,Education,College graduate,EDU,EDUCOGRAD
2014,2014,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.1,26.1,,,23.9,28.4,"2,104",,,Some college or technical school,,,,"(37.638640123, -120.999999538)",OWS,OWS1,Q036,VALUE,6,Education,Some college or technical school,EDU,EDUCOTEC
2020,2020,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.6,23.6,,,21.1,26.4,"3,513",,,College graduate,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Education,College graduate,EDU,EDUCOGRAD
2017,2017,NV,Nevada,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.8,28.8,,,25,32.9,"1,200",,,Some college or technical school,,,,"(39.49324039, -117.071840564)",OWS,OWS1,Q036,VALUE,32,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.1,24.1,,,21.3,27.2,"1,601",,,College graduate,,,,"(39.008830667, -75.577741168)",OWS,OWS1,Q036,VALUE,10,Education,College graduate,EDU,EDUCOGRAD
2019,2019,MT,Montana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.8,29.8,,,27.5,32.3,"1,880",,,Some college or technical school,,,,"(47.06652897200047, -109.42442064499971)",OWS,OWS1,Q036,VALUE,30,Education,Some college or technical school,EDU,EDUCOTEC
2013,2013,MN,Minnesota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,19.1,19.1,,,17.3,21,"5,583",,,College graduate,,,,"(46.355648736, -94.794200503)",OWS,OWS1,Q036,VALUE,27,Education,College graduate,EDU,EDUCOGRAD
2016,2016,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32,32,,,24.9,40,314,,,Less than high school,,,,"(43.682630005, -114.363730042)",OWS,OWS1,Q036,VALUE,16,Education,Less than high school,EDU,EDUHS
2017,2017,NM,New Mexico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.3,24.3,,,21.8,27,"2,041",,,College graduate,,,,"(34.520880952, -106.240580985)",OWS,OWS1,Q036,VALUE,35,Education,College graduate,EDU,EDUCOGRAD
2017,2017,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.9,35.9,,,32.3,39.7,"1,122",,,High school graduate,,,,"(18.220833, -66.590149)",OWS,OWS1,Q036,VALUE,72,Education,High school graduate,EDU,EDUHSGRAD
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.5,29.5,,,26.7,32.5,"1,298",,,Some college or technical school,,,,"(18.220833, -66.590149)",OWS,OWS1,Q036,VALUE,72,Education,Some college or technical school,EDU,EDUCOTEC
2014,2014,NY,New York,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,18.6,18.6,,,17,20.4,"2,781",,,College graduate,,,,"(42.827001032, -75.543970427)",OWS,OWS1,Q036,VALUE,36,Education,College graduate,EDU,EDUCOGRAD
2020,2020,NV,Nevada,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.4,30.4,,,25.9,35.3,601,,,High school graduate,,,,"(39.493240390000494, -117.07184056399967)",OWS,OWS1,Q036,VALUE,32,Education,High school graduate,EDU,EDUHSGRAD
2016,2016,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.1,23.1,,,21.5,24.9,"3,731",,,College graduate,,,,"(39.360700171, -111.587130635)",OWS,OWS1,Q036,VALUE,49,Education,College graduate,EDU,EDUCOGRAD
2019,2019,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,15,15,,,13,17.2,"1,452",,,College graduate,,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q036,VALUE,11,Education,College graduate,EDU,EDUCOGRAD
2011,2011,IN,Indiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.8,31.8,,,29.2,34.6,"1,998",,,Some college or technical school,,,,"(39.766910452, -86.149960194)",OWS,OWS1,Q036,VALUE,18,Education,Some college or technical school,EDU,EDUCOTEC
2014,2014,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.1,33.1,,,30.8,35.5,"2,777",,,Some college or technical school,,,,"(33.998821303, -81.045371207)",OWS,OWS1,Q036,VALUE,45,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,NY,New York,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,22.1,22.1,,,20.8,23.3,"12,240",,,College graduate,,,,"(42.82700103200045, -75.54397042699964)",OWS,OWS1,Q036,VALUE,36,Education,College graduate,EDU,EDUCOGRAD
2016,2016,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.3,35.3,,,29.3,41.8,370,,,Less than high school,,,,"(40.793730152, -77.860700294)",OWS,OWS1,Q036,VALUE,42,Education,Less than high school,EDU,EDUHS
2020,2020,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.7,32.7,,,29.8,35.7,"1,435",,,College graduate,,,,"(35.47203135600046, -97.52107021399968)",OWS,OWS1,Q036,VALUE,40,Education,College graduate,EDU,EDUCOGRAD
2016,2016,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.9,27.9,,,23.1,33.2,767,,,High school graduate,,,,"(64.845079957001, -147.722059036)",OWS,OWS1,Q036,VALUE,2,Education,High school graduate,EDU,EDUHSGRAD
2014,2014,IN,Indiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.1,34.1,,,32.1,36.2,"3,699",,,High school graduate,,,,"(39.766910452, -86.149960194)",OWS,OWS1,Q036,VALUE,18,Education,High school graduate,EDU,EDUHSGRAD
2019,2019,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.6,29.6,,,27.8,31.5,"3,526",,,Some college or technical school,,,,"(47.52227862900048, -120.47001078999972)",OWS,OWS1,Q036,VALUE,53,Education,Some college or technical school,EDU,EDUCOTEC
2015,2015,KY,Kentucky,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35,35,,,32,38.1,"2,238",,,Some college or technical school,,,,"(37.645970271, -84.774971048)",OWS,OWS1,Q036,VALUE,21,Education,Some college or technical school,EDU,EDUCOTEC
