YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2017,2017,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.8,25.8,,,20.5,31.9,714,,,,,"$50,000 - $74,999",,"(42.27687047, -72.082690675)",OWS,OWS1,Q036,VALUE,25,Income,"$50,000 - $74,999",INC,INC5075
2018,2018,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.9,28.9,,,20,39.9,187,,,,,"$25,000 - $34,999",,"(40.13057004800049, -74.27369128799967)",OWS,OWS1,Q036,VALUE,34,Income,"$25,000 - $34,999",INC,INC2535
2020,2020,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.4,32.4,,,28,37,"1,063",,,,,"$50,000 - $74,999",,"(32.83968109300048, -83.62758034599966)",OWS,OWS1,Q036,VALUE,13,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.1,29.1,,,26.3,32.1,"1,829",,,,,"$75,000 or greater",,"(40.79373015200048, -77.86070029399963)",OWS,OWS1,Q036,VALUE,42,Income,"$75,000 or greater",INC,INC75PLUS
2016,2016,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,22.3,22.3,,,20.1,24.7,"2,407",,,,,"$75,000 or greater",,"(21.304850435, -157.857749403)",OWS,OWS1,Q036,VALUE,15,Income,"$75,000 or greater",INC,INC75PLUS
2017,2017,VA,Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.2,29.2,,,25.9,32.7,"1,161",,,,,"$50,000 - $74,999",,"(37.542680674, -78.457890463)",OWS,OWS1,Q036,VALUE,51,Income,"$50,000 - $74,999",INC,INC5075
2014,2014,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.9,34.9,,,31.3,38.7,"1,030",,,,,"$35,000 - $49,999",,"(35.472031356, -97.521070214)",OWS,OWS1,Q036,VALUE,40,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.4,24.4,,,22.4,26.4,"3,414",,,,,"$75,000 or greater",,"(39.290580964, -76.609260111)",OWS,OWS1,Q036,VALUE,24,Income,"$75,000 or greater",INC,INC75PLUS
2014,2014,NV,Nevada,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.5,27.5,,,22.1,33.5,545,,,,,"$15,000 - $24,999",,"(39.49324039, -117.071840564)",OWS,OWS1,Q036,VALUE,32,Income,"$15,000 - $24,999",INC,INC1525
2014,2014,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.1,34.1,,,26,43.1,313,,,,,"Less than $15,000",,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Income,"Less than $15,000",INC,INCLESS15
2016,2016,OH,Ohio,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.4,35.4,,,31.2,39.9,"1,262",,,,,"$25,000 - $34,999",,"(40.060210141, -82.404260056)",OWS,OWS1,Q036,VALUE,39,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.2,27.2,,,23.8,30.9,"1,532",,,,,"$35,000 - $49,999",,"(28.932040377, -81.928960539)",OWS,OWS1,Q036,VALUE,12,Income,"$35,000 - $49,999",INC,INC3550
2017,2017,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33,33,,,27.9,38.5,463,,,,,"$15,000 - $24,999",,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Income,"$15,000 - $24,999",INC,INC1525
2014,2014,NV,Nevada,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.7,28.7,,,22.4,36.1,445,,,,,"$35,000 - $49,999",,"(39.49324039, -117.071840564)",OWS,OWS1,Q036,VALUE,32,Income,"$35,000 - $49,999",INC,INC3550
2020,2020,MI,Michigan,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,40.6,40.6,,,36.1,45.3,773,,,,,"$15,000 - $24,999",,"(44.6613195430005, -84.71439026999968)",OWS,OWS1,Q036,VALUE,26,Income,"$15,000 - $24,999",INC,INC1525
2020,2020,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.8,36.8,,,30.2,43.9,362,,,,,"Less than $15,000",,"(35.466220975000454, -79.15925046299964)",OWS,OWS1,Q036,VALUE,37,Income,"Less than $15,000",INC,INCLESS15
2020,2020,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.6,25.6,,,22.3,29.1,"2,374",,,,,"$75,000 or greater",,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Income,"$75,000 or greater",INC,INC75PLUS
2013,2013,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.4,38.4,,,32.2,45,581,,,,,"$35,000 - $49,999",,"(31.312660644, -92.445680071)",OWS,OWS1,Q036,VALUE,22,Income,"$35,000 - $49,999",INC,INC3550
2020,2020,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.1,30.1,,,25.5,35.3,667,,,,,"Less than $15,000",,"(39.29058096400047, -76.60926011099963)",OWS,OWS1,Q036,VALUE,24,Income,"Less than $15,000",INC,INCLESS15
2017,2017,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.8,38.8,,,34,43.8,692,,,,,"$15,000 - $24,999",,"(35.466220975, -79.159250463)",OWS,OWS1,Q036,VALUE,37,Income,"$15,000 - $24,999",INC,INC1525
2012,2012,NM,New Mexico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.2,23.2,,,20.7,25.9,"1,591",,,,,"$75,000 or greater",,"(34.520880952, -106.240580985)",OWS,OWS1,Q036,VALUE,35,Income,"$75,000 or greater",INC,INC75PLUS
2018,2018,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.4,38.4,,,34.2,42.8,937,,,,,"$15,000 - $24,999",,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q036,VALUE,1,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.8,33.8,,,29.8,38.1,"1,711",,,,,"$50,000 - $74,999",,"(31.827240407, -99.426770206)",OWS,OWS1,Q036,VALUE,48,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,18.3,18.3,,,16.7,19.9,"3,773",,,,,"$75,000 or greater",,"(38.843840757, -106.133610921)",OWS,OWS1,Q036,VALUE,8,Income,"$75,000 or greater",INC,INC75PLUS
2015,2015,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28,28,,,23,33.7,631,,,,,"$25,000 - $34,999",,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Income,"$25,000 - $34,999",INC,INC2535
2016,2016,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,41.2,41.2,,,36.5,46.1,669,,,,,"Less than $15,000",,"(32.745510099, -89.538030825)",OWS,OWS1,Q036,VALUE,28,Income,"Less than $15,000",INC,INCLESS15
2019,2019,KY,Kentucky,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,39.4,39.4,,,33.4,45.9,582,,,,,"$15,000 - $24,999",,"(37.645970271000465, -84.77497104799966)",OWS,OWS1,Q036,VALUE,21,Income,"$15,000 - $24,999",INC,INC1525
2016,2016,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.6,36.6,,,29.9,43.8,474,,,,,"$25,000 - $34,999",,"(31.312660644, -92.445680071)",OWS,OWS1,Q036,VALUE,22,Income,"$25,000 - $34,999",INC,INC2535
2014,2014,NV,Nevada,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.9,27.9,,,21,36.1,365,,,,,"$25,000 - $34,999",,"(39.49324039, -117.071840564)",OWS,OWS1,Q036,VALUE,32,Income,"$25,000 - $34,999",INC,INC2535
2017,2017,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.9,31.9,,,28.6,35.4,"1,234",,,,,"$75,000 or greater",,"(32.840571122, -86.631860762)",OWS,OWS1,Q036,VALUE,1,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,MN,Minnesota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.4,27.4,,,24.1,30.9,"1,416",,,,,"$25,000 - $34,999",,"(46.355648736, -94.794200503)",OWS,OWS1,Q036,VALUE,27,Income,"$25,000 - $34,999",INC,INC2535
2017,2017,OH,Ohio,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.9,37.9,,,34.4,41.4,"1,937",,,,,"$15,000 - $24,999",,"(40.060210141, -82.404260056)",OWS,OWS1,Q036,VALUE,39,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.1,28.1,,,23.8,32.8,892,,,,,"$50,000 - $74,999",,"(40.485010283, -88.997710178)",OWS,OWS1,Q036,VALUE,17,Income,"$50,000 - $74,999",INC,INC5075
2016,2016,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.6,27.6,,,26.1,29.2,"6,338",,,,,"$75,000 or greater",,"(39.290580964, -76.609260111)",OWS,OWS1,Q036,VALUE,24,Income,"$75,000 or greater",INC,INC75PLUS
2012,2012,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.4,32.4,,,28.1,37,807,,,,,"$50,000 - $74,999",,"(44.393191174, -89.816370742)",OWS,OWS1,Q036,VALUE,55,Income,"$50,000 - $74,999",INC,INC5075
2018,2018,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.4,26.4,,,21.9,31.5,966,,,,,"$35,000 - $49,999",,"(44.353130053000484, -100.3735306369997)",OWS,OWS1,Q036,VALUE,46,Income,"$35,000 - $49,999",INC,INC3550
2014,2014,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.1,29.1,,,25.8,32.7,"1,514",,,,,"$50,000 - $74,999",,"(40.130570048, -74.273691288)",OWS,OWS1,Q036,VALUE,34,Income,"$50,000 - $74,999",INC,INC5075
2016,2016,OH,Ohio,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.8,26.8,,,24.5,29.2,"2,637",,,,,"$75,000 or greater",,"(40.060210141, -82.404260056)",OWS,OWS1,Q036,VALUE,39,Income,"$75,000 or greater",INC,INC75PLUS
2019,2019,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.4,35.4,,,31.2,39.8,826,,,,,"$50,000 - $74,999",,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q036,VALUE,1,Income,"$50,000 - $74,999",INC,INC5075
2016,2016,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.2,37.2,,,32,42.8,556,,,,,"$25,000 - $34,999",,"(40.793730152, -77.860700294)",OWS,OWS1,Q036,VALUE,42,Income,"$25,000 - $34,999",INC,INC2535
2018,2018,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.5,36.5,,,28.7,45.2,529,,,,,"Less than $15,000",,"(44.353130053000484, -100.3735306369997)",OWS,OWS1,Q036,VALUE,46,Income,"Less than $15,000",INC,INCLESS15
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.6,34.6,,,29.5,39.9,632,,,,,"$35,000 - $49,999",,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Income,"$35,000 - $49,999",INC,INC3550
2013,2013,IA,Iowa,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.4,29.4,,,26.8,32.1,"1,868",,,,,"$75,000 or greater",,"(42.469400913, -93.816490556)",OWS,OWS1,Q036,VALUE,19,Income,"$75,000 or greater",INC,INC75PLUS
2016,2016,ME,Maine,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.2,34.2,,,29.6,39.2,"1,038",,,,,"$25,000 - $34,999",,"(45.254228894001, -68.985031336)",OWS,OWS1,Q036,VALUE,23,Income,"$25,000 - $34,999",INC,INC2535
2020,2020,MN,Minnesota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.4,32.4,,,30,34.8,"2,184",,,,,"$50,000 - $74,999",,"(46.35564873600049, -94.79420050299967)",OWS,OWS1,Q036,VALUE,27,Income,"$50,000 - $74,999",INC,INC5075
2013,2013,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.1,31.1,,,26.7,35.8,656,,,,,"$35,000 - $49,999",,"(32.840571122, -86.631860762)",OWS,OWS1,Q036,VALUE,1,Income,"$35,000 - $49,999",INC,INC3550
2013,2013,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.6,33.6,,,28.9,38.6,815,,,,,"$35,000 - $49,999",,"(43.682630005, -114.363730042)",OWS,OWS1,Q036,VALUE,16,Income,"$35,000 - $49,999",INC,INC3550
2016,2016,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.4,28.4,,,22.5,35,290,,,,,"$35,000 - $49,999",,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Income,"$35,000 - $49,999",INC,INC3550
2020,2020,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.1,26.1,,,23.4,29.1,"1,773",,,,,"$75,000 or greater",,"(37.63864012300047, -120.99999953799971)",OWS,OWS1,Q036,VALUE,6,Income,"$75,000 or greater",INC,INC75PLUS
2019,2019,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.8,32.8,,,29.1,36.8,964,,,,,"$15,000 - $24,999",,"(39.360700171000474, -111.58713063499971)",OWS,OWS1,Q036,VALUE,49,Income,"$15,000 - $24,999",INC,INC1525
2019,2019,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34,34,,,30.9,37.3,"2,022",,,,,"$50,000 - $74,999",,"(39.29058096400047, -76.60926011099963)",OWS,OWS1,Q036,VALUE,24,Income,"$50,000 - $74,999",INC,INC5075
2018,2018,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,44,44,,,40,48.1,"1,099",,,,,"$15,000 - $24,999",,"(32.745510099000455, -89.53803082499968)",OWS,OWS1,Q036,VALUE,28,Income,"$15,000 - $24,999",INC,INC1525
2013,2013,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.7,30.7,,,25.8,36.1,872,,,,,"$15,000 - $24,999",,"(44.353130053, -100.373530637)",OWS,OWS1,Q036,VALUE,46,Income,"$15,000 - $24,999",INC,INC1525
2019,2019,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.7,30.7,,,26.1,35.8,516,,,,,"$25,000 - $34,999",,"(18.220833, -66.590149)",OWS,OWS1,Q036,VALUE,72,Income,"$25,000 - $34,999",INC,INC2535
2013,2013,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.9,23.9,,,20.1,28.2,"1,108",,,,,"$50,000 - $74,999",,"(21.304850435, -157.857749403)",OWS,OWS1,Q036,VALUE,15,Income,"$50,000 - $74,999",INC,INC5075
2016,2016,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.2,31.2,,,27.1,35.6,"1,355",,,,,"$35,000 - $49,999",,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Income,"$35,000 - $49,999",INC,INC3550
2018,2018,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.5,36.5,,,30.3,43.1,409,,,,,"Less than $15,000",,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Income,"Less than $15,000",INC,INCLESS15
2012,2012,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.1,32.1,,,27.3,37.2,850,,,,,"$15,000 - $24,999",,"(44.393191174, -89.816370742)",OWS,OWS1,Q036,VALUE,55,Income,"$15,000 - $24,999",INC,INC1525
2013,2013,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.2,37.2,,,32.5,42.1,882,,,,,"Less than $15,000",,"(32.840571122, -86.631860762)",OWS,OWS1,Q036,VALUE,1,Income,"Less than $15,000",INC,INCLESS15
2017,2017,MT,Montana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,22,22,,,17.9,26.7,592,,,,,"$25,000 - $34,999",,"(47.066528972, -109.424420645)",OWS,OWS1,Q036,VALUE,30,Income,"$25,000 - $34,999",INC,INC2535
2020,2020,MO,Missouri,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.3,35.3,,,31.8,38.9,"1,184",,,,,"$50,000 - $74,999",,"(38.635790776000476, -92.56630005299968)",OWS,OWS1,Q036,VALUE,29,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.4,36.4,,,33.1,39.9,"1,761",,,,,"Less than $15,000",,"(33.998821303, -81.045371207)",OWS,OWS1,Q036,VALUE,45,Income,"Less than $15,000",INC,INCLESS15
2019,2019,VA,Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.2,35.2,,,31,39.5,993,,,,,"$35,000 - $49,999",,"(37.54268067400045, -78.45789046299967)",OWS,OWS1,Q036,VALUE,51,Income,"$35,000 - $49,999",INC,INC3550
2015,2015,IN,Indiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.9,33.9,,,29.4,38.7,812,,,,,"$50,000 - $74,999",,"(39.766910452, -86.149960194)",OWS,OWS1,Q036,VALUE,18,Income,"$50,000 - $74,999",INC,INC5075
2014,2014,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.8,28.8,,,24.2,33.9,585,,,,,"$35,000 - $49,999",,"(35.68094058, -85.774490914)",OWS,OWS1,Q036,VALUE,47,Income,"$35,000 - $49,999",INC,INC3550
2012,2012,OH,Ohio,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.6,30.6,,,27.5,34,"1,409",,,,,"$25,000 - $34,999",,"(40.060210141, -82.404260056)",OWS,OWS1,Q036,VALUE,39,Income,"$25,000 - $34,999",INC,INC2535
2016,2016,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35,35,,,30.7,39.6,768,,,,,"$35,000 - $49,999",,"(47.475319779, -100.118421049)",OWS,OWS1,Q036,VALUE,38,Income,"$35,000 - $49,999",INC,INC3550
2017,2017,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.8,35.8,,,32.1,39.7,"1,307",,,,,"$35,000 - $49,999",,"(33.998821303, -81.045371207)",OWS,OWS1,Q036,VALUE,45,Income,"$35,000 - $49,999",INC,INC3550
2012,2012,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.9,27.9,,,24.4,31.6,"1,086",,,,,"$25,000 - $34,999",,"(39.360700171, -111.587130635)",OWS,OWS1,Q036,VALUE,49,Income,"$25,000 - $34,999",INC,INC2535
2020,2020,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,42.2,42.2,,,35.8,48.9,325,,,,,"Less than $15,000",,"(35.47203135600046, -97.52107021399968)",OWS,OWS1,Q036,VALUE,40,Income,"Less than $15,000",INC,INCLESS15
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.5,26.5,,,19.9,34.3,654,,,,,"$25,000 - $34,999",,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Income,"$25,000 - $34,999",INC,INC2535
2020,2020,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.9,25.9,,,23.2,28.8,"1,304",,,,,"$50,000 - $74,999",,"(38.843840757000464, -106.13361092099967)",OWS,OWS1,Q036,VALUE,8,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.1,24.1,,,17.9,31.8,567,,,,,"$35,000 - $49,999",,"(35.68094058, -85.774490914)",OWS,OWS1,Q036,VALUE,47,Income,"$35,000 - $49,999",INC,INC3550
2020,2020,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.5,29.5,,,27.7,31.2,"5,012",,,,,"$75,000 or greater",,"(39.29058096400047, -76.60926011099963)",OWS,OWS1,Q036,VALUE,24,Income,"$75,000 or greater",INC,INC75PLUS
2014,2014,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.3,30.3,,,26.3,34.6,764,,,,,"$50,000 - $74,999",,"(40.485010283, -88.997710178)",OWS,OWS1,Q036,VALUE,17,Income,"$50,000 - $74,999",INC,INC5075
2017,2017,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.6,31.6,,,26.3,37.3,937,,,,,"$35,000 - $49,999",,"(44.353130053, -100.373530637)",OWS,OWS1,Q036,VALUE,46,Income,"$35,000 - $49,999",INC,INC3550
2013,2013,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.7,30.7,,,26.4,35.3,789,,,,,"$50,000 - $74,999",,"(43.682630005, -114.363730042)",OWS,OWS1,Q036,VALUE,16,Income,"$50,000 - $74,999",INC,INC5075
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.8,25.8,,,22.7,29.2,"1,007",,,,,"$50,000 - $74,999",,"(43.625381239, -72.517640791)",OWS,OWS1,Q036,VALUE,50,Income,"$50,000 - $74,999",INC,INC5075
